profession,Qualification Level,nation,salary_type,salary
Early Years Practitioner,3.0,England,Max,20382.22
Early Years Practitioner,3.0,,Max,28571.06
Early Years Practitioner,3.0,England,Max,21142.26
Early Years Practitioner,3.0,England,Max,22927.68
Early Years Practitioner,3.0,England,Max,28571.06
Early Years Practitioner,3.0,England,Max,23390.79
Early Years Practitioner,3.0,England,Max,22188.88
Early Years Practitioner,3.0,England,Max,22755.51
Early Years Practitioner,3.0,England,Max,17647.15
Early Years Practitioner,3.0,England,Max,23458.34
Early Years Practitioner,2.0,England,Max,24903.24
Early Years Practitioner,3.0,England,Max,21142.26
Early Years Practitioner,2.0,England,Max,27304.32
Early Years Practitioner,2.0,England,Max,
Early Years Practitioner,2.0,England,Max,
Early Years Practitioner,2.0,England,Max,
Early Years Practitioner,6.0,England,Max,49035.0
Early Years Practitioner,3.0,England,Max,21248.5
Early Years Practitioner,3.0,England,Max,21248.5
Early Years Practitioner,3.0,England,Max,21673.47
Early Years Practitioner,3.0,England,Max,32690.0
Early Years Practitioner,6.0,England,Max,33997.6
Early Years Practitioner,3.0,England,Max,21248.5
Early Years Practitioner,6.0,England,Max,28154.26
Early Years Practitioner,2.0,England,Max,25115.73
Early Years Practitioner,3.0,,Max,25115.73
Early Years Practitioner,2.0,England,Max,25115.73
Early Years Practitioner,3.0,England,Max,25115.73
Early Years Practitioner,3.0,England,Max,25115.73
Early Years Practitioner,3.0,England,Max,29046.7
Early Years Practitioner,6.0,England,Max,40275.17
Early Years Practitioner,3.0,England,Max,29046.7
Early Years Practitioner,3.0,England,Max,32690.0
Early Years Practitioner,6.0,England,Max,
Early Years Practitioner,6.0,England,Max,
Early Years Practitioner,6.0,England,Max,53546.22
Early Years Practitioner,6.0,England,Max,22629.65
Early Years Practitioner,6.0,England,Max,74369.75
Early Years Practitioner,3.0,England,Max,34528.27
Early Years Practitioner,3.0,England,Max,21248.5
Early Years Practitioner,3.0,England,Max,
Early Years Practitioner,3.0,England,Max,
Early Years Practitioner,3.0,England,Max,
Early Years Practitioner,2.0,England,Max,23972.67
Early Years Practitioner,2.0,England,Max,22665.07
Early Years Practitioner,3.0,England,Max,25498.2
Early Years Practitioner,2.0,England,Max,21793.33
Early Years Practitioner,3.0,England,Max,23972.67
Early Years Practitioner,3.0,England,Max,22883.0
Early Years Practitioner,3.0,England,Max,21793.33
Early Years Practitioner,3.0,England,Max,33779.67
Early Years Practitioner,3.0,England,Max,24113.23
Early Years Practitioner,3.0,England,Max,27241.67
Early Years Practitioner,2.0,England,Max,26152.0
Early Years Practitioner,6.0,England,Max,36830.73
Early Years Practitioner,3.0,England,Max,23798.32
Early Years Practitioner,3.0,England,Max,33234.83
Early Years Practitioner,3.0,England,Max,23798.32
Early Years Practitioner,3.0,England,Max,23798.32
Early Years Practitioner,3.0,England,Max,27623.05
Early Years Practitioner,2.0,England,Max,10658.25
Early Years Practitioner,6.0,England,Max,45330.13
Early Years Practitioner,3.0,England,Max,30810.33
Early Years Practitioner,3.0,England,Max,25498.2
Early Years Practitioner,3.0,England,Max,23373.35
Early Years Practitioner,3.0,England,Max,21673.47
Early Years Practitioner,3.0,,Max,22310.93
Early Years Practitioner,3.0,England,Max,30990.12
Early Years Practitioner,3.0,England,Max,22310.93
Early Years Practitioner,3.0,England,Max,28331.33
Early Years Practitioner,2.0,England,Max,
Early Years Practitioner,2.0,England,Max,21442.46
Early Years Practitioner,2.0,England,Max,23373.35
Early Years Practitioner,2.0,England,Max,22629.65
Early Years Practitioner,2.0,England,Max,22629.65
Early Years Practitioner,6.0,England,Max,46445.95
Early Years Practitioner,3.0,England,Max,30510.67
Early Years Practitioner,3.0,England,Max,30510.67
Early Years Practitioner,3.0,England,Max,
Early Years Practitioner,3.0,England,Max,22665.07
Early Years Practitioner,3.0,England,Max,20504.8
Early Years Practitioner,3.0,England,Max,24754.5
Early Years Practitioner,3.0,England,Max,21248.5
Early Years Practitioner,3.0,England,Max,34528.27
Early Years Practitioner,2.0,England,Max,27623.05
Early Years Practitioner,3.0,England,Max,31600.33
Early Years Practitioner,3.0,England,Max,26152.0
Early Years Practitioner,3.0,England,Max,30510.67
Early Years Practitioner,6.0,England,Max,25062.33
Early Years Practitioner,3.0,England,Max,43586.67
Early Years Practitioner,3.0,England,Max,23373.35
Early Years Practitioner,3.0,England,Max,24754.5
Early Years Practitioner,2.0,England,Max,22629.65
Early Years Practitioner,3.0,England,Max,25062.33
Early Years Practitioner,2.0,England,Max,25498.2
Early Years Practitioner,3.0,England,Max,30510.67
Early Years Practitioner,3.0,England,Max,
Early Years Practitioner,3.0,England,Max,43586.67
Early Years Practitioner,3.0,England,Max,43586.67
Early Years Practitioner,3.0,England,Max,30510.67
Early Years Practitioner,3.0,England,Max,30510.67
Early Years Practitioner,3.0,England,Max,27786.5
Early Years Practitioner,3.0,England,Max,31600.33
Early Years Practitioner,3.0,England,Max,21248.5
Early Years Practitioner,6.0,England,Max,32690.0
Early Years Practitioner,3.0,England,Max,
Early Years Practitioner,6.0,England,Max,21248.5
Early Years Practitioner,6.0,England,Max,21248.5
Early Years Practitioner,6.0,England,Max,21248.5
Early Years Practitioner,3.0,England,Max,32690.0
Early Years Practitioner,6.0,England,Max,20921.6
Early Years Practitioner,6.0,England,Max,
Early Years Practitioner,2.0,England,Max,
Early Years Practitioner,6.0,,Max,45334.49
Early Years Practitioner,6.0,England,Max,37114.05
Early Years Practitioner,6.0,England,Max,37114.05
Early Years Practitioner,2.0,England,Max,23972.67
Early Years Practitioner,3.0,England,Max,21248.5
Early Years Practitioner,3.0,England,Max,21793.33
Early Years Practitioner,3.0,England,Max,25062.33
Early Years Practitioner,3.0,England,Max,27132.7
Early Years Practitioner,3.0,England,Max,25062.33
Early Years Practitioner,2.0,England,Max,21248.5
Early Years Practitioner,3.0,England,Max,25062.33
Early Years Practitioner,3.0,England,Max,22665.07
Early Years Practitioner,2.0,England,Max,21248.5
Early Years Practitioner,3.0,England,Max,25944.42
Early Years Practitioner,3.0,England,Max,24435.78
Early Years Practitioner,3.0,England,Max,25944.42
Early Years Practitioner,3.0,England,Max,31485.92
Early Years Practitioner,3.0,England,Max,27241.67
Early Years Practitioner,2.0,England,Max,25062.33
Early Years Practitioner,6.0,England,Max,44824.53
Early Years Practitioner,2.0,England,Max,27198.08
Early Years Practitioner,3.0,England,Max,30510.67
Early Years Practitioner,2.0,England,Max,
Early Years Practitioner,3.0,England,Max,30231.71
Early Years Practitioner,6.0,,Max,78456.0
Early Years Practitioner,3.0,England,Max,22665.07
Early Years Practitioner,2.0,England,Max,25498.2
Early Years Practitioner,3.0,England,Max,29046.7
Early Years Practitioner,2.0,England,Max,31341.54
Early Years Practitioner,3.0,England,Max,27241.67
Early Years Practitioner,6.0,England,Max,30510.67
Early Years Practitioner,3.0,England,Max,31055.5
Early Years Practitioner,3.0,England,Max,24591.6
Early Years Practitioner,3.0,England,Max,25905.74
Early Years Practitioner,2.0,England,Max,26518.13
Early Years Practitioner,3.0,,Max,43586.67
Early Years Practitioner,3.0,,Max,30510.67
Early Years Practitioner,3.0,England,Max,32690.0
Early Years Practitioner,3.0,England,Max,38138.33
Early Years Practitioner,3.0,England,Max,31600.33
Early Years Practitioner,3.0,England,Max,24452.12
Early Years Practitioner,3.0,England,Max,26152.0
Early Years Practitioner,6.0,England,Max,31164.47
Early Years Practitioner,6.0,England,Max,52412.97
Early Years Practitioner,3.0,England,Max,22438.42
Early Years Practitioner,3.0,England,Max,28331.33
Early Years Practitioner,3.0,England,Max,28331.33
Early Years Practitioner,3.0,England,Max,30510.67
Early Years Practitioner,6.0,England,Max,
Early Years Practitioner,6.0,England,Max,52983.95
Early Years Practitioner,3.0,England,Max,34528.81
Early Years Practitioner,3.0,England,Max,39228.0
Early Years Practitioner,3.0,England,Max,38138.33
Early Years Practitioner,2.0,England,Max,25944.42
Early Years Practitioner,3.0,England,Max,28331.33
Early Years Practitioner,6.0,England,Max,23972.67
Early Years Practitioner,3.0,England,Max,20624.12
Early Years Practitioner,3.0,England,Max,25062.33
Early Years Practitioner,3.0,England,Max,20206.78
Early Years Practitioner,3.0,England,Max,34528.81
Early Years Practitioner,3.0,England,Max,
Early Years Practitioner,3.0,England,Max,22883.0
Early Years Practitioner,3.0,England,Max,31164.47
Early Years Practitioner,3.0,England,Max,28876.17
Early Years Practitioner,3.0,England,Max,38138.33
Early Years Practitioner,6.0,,Max,39990.77
Early Years Practitioner,6.0,England,Max,
Early Years Practitioner,2.0,England,Max,22883.0
Early Years Practitioner,3.0,England,Max,29046.7
Early Years Practitioner,3.0,England,Max,40317.67
Early Years Practitioner,3.0,England,Max,25356.54
Early Years Practitioner,2.0,England,Max,21248.5
Early Years Practitioner,6.0,England,Max,
Early Years Practitioner,3.0,England,Max,32690.0
Early Years Practitioner,2.0,England,Max,29421.0
Early Years Practitioner,3.0,England,Max,28331.33
Early Years Practitioner,6.0,England,Max,
Early Years Practitioner,6.0,England,Max,37184.88
Early Years Practitioner,6.0,England,Max,49579.83
Early Years Practitioner,3.0,England,Max,22665.07
Early Years Practitioner,2.0,England,Max,29421.0
Early Years Practitioner,6.0,,Max,
Early Years Practitioner,2.0,England,Max,24754.5
Early Years Practitioner,2.0,England,Max,24754.5
Early Years Practitioner,2.0,England,Max,25498.2
Early Years Practitioner,3.0,Wales,Max,22884.64
Early Years Practitioner,2.0,England,Max,
Early Years Practitioner,6.0,England,Max,42497.0
Early Years Practitioner,3.0,England,Max,
Early Years Practitioner,3.0,England,Max,27241.67
Early Years Practitioner,2.0,England,Max,23373.35
Early Years Practitioner,3.0,England,Max,30045.38
Early Years Practitioner,2.0,England,Max,21248.5
Early Years Practitioner,3.0,England,Max,17434.67
Early Years Practitioner,2.0,England,Max,21248.5
Early Years Practitioner,3.0,England,Max,22629.65
Early Years Practitioner,2.0,England,Max,22629.65
Early Years Practitioner,6.0,England,Max,32581.03
Early Years Practitioner,2.0,England,Max,22629.65
Early Years Practitioner,2.0,England,Max,25498.2
Early Years Practitioner,6.0,England,Max,
Early Years Practitioner,6.0,England,Max,42497.0
Early Years Practitioner,3.0,England,Max,25498.2
Early Years Practitioner,3.0,England,Max,26560.63
Early Years Practitioner,3.0,England,Max,25498.2
Early Years Practitioner,6.0,England,Max,
Early Years Practitioner,3.0,England,Max,25944.42
Early Years Practitioner,3.0,England,Max,25944.42
Early Years Practitioner,3.0,England,Max,25944.42
Early Years Practitioner,3.0,England,Max,27175.2
Early Years Practitioner,2.0,England,Max,25905.74
Early Years Practitioner,3.0,England,Max,27623.05
Early Years Practitioner,3.0,England,Max,29421.0
Early Years Practitioner,3.0,England,Max,31600.33
Early Years Practitioner,3.0,England,Max,29421.0
Early Years Practitioner,3.0,England,Max,41407.33
Early Years Practitioner,3.0,England,Max,34528.81
Early Years Practitioner,2.0,England,Max,24081.63
Early Years Practitioner,3.0,England,Max,30510.67
Early Years Practitioner,3.0,,Max,30510.67
Early Years Practitioner,2.0,England,Max,24081.63
Early Years Practitioner,2.0,England,Max,24081.63
Early Years Practitioner,2.0,England,Max,24081.63
Early Years Practitioner,3.0,Wales,Max,26156.9
Early Years Practitioner,3.0,England,Max,39228.0
Early Years Practitioner,6.0,England,Max,
Early Years Practitioner,2.0,England,Max,25062.33
Early Years Practitioner,3.0,Wales,Max,26156.9
Early Years Practitioner,6.0,England,Max,
Early Years Practitioner,3.0,England,Max,22629.65
Early Years Practitioner,2.0,England,Max,22665.07
Early Years Practitioner,3.0,England,Max,32793.52
Early Years Practitioner,6.0,England,Max,33997.6
Early Years Practitioner,3.0,,Max,30510.67
Early Years Practitioner,6.0,England,Max,39663.87
Early Years Practitioner,2.0,England,Max,20186.08
Early Years Practitioner,2.0,England,Max,20186.08
Early Years Practitioner,3.0,England,Max,19123.65
Early Years Practitioner,3.0,England,Max,17434.67
Early Years Practitioner,2.0,England,Max,20186.08
Early Years Practitioner,2.0,England,Max,20186.08
Early Years Practitioner,2.0,England,Max,20186.08
Early Years Practitioner,2.0,England,Max,24081.63
Early Years Practitioner,3.0,England,Max,43586.67
Early Years Practitioner,2.0,England,Max,24081.63
Early Years Practitioner,3.0,England,Max,28331.33
Early Years Practitioner,2.0,England,Max,24081.63
Early Years Practitioner,3.0,England,Max,34437.83
Early Years Practitioner,6.0,England,Max,33997.6
Early Years Practitioner,6.0,England,Max,55573.0
Early Years Practitioner,3.0,England,Max,28331.33
Early Years Practitioner,6.0,,Max,22596.42
Early Years Practitioner,3.0,England,Max,28345.5
Early Years Practitioner,3.0,England,Max,34528.81
Early Years Practitioner,6.0,England,Max,33997.6
Early Years Practitioner,3.0,England,Max,34528.81
Early Years Practitioner,6.0,England,Max,46445.95
Early Years Practitioner,2.0,England,Max,25062.33
Early Years Practitioner,3.0,England,Max,28331.33
Early Years Practitioner,3.0,England,Max,30510.67
Early Years Practitioner,3.0,England,Max,19976.86
Early Years Practitioner,6.0,England,Max,52304.0
Early Years Practitioner,3.0,England,Max,22665.07
Early Years Practitioner,3.0,England,Max,24754.5
Early Years Practitioner,2.0,England,Max,25008.94
Early Years Practitioner,3.0,England,Max,24435.78
Early Years Practitioner,6.0,England,Max,53829.53
Early Years Practitioner,3.0,England,Max,24754.5
Early Years Practitioner,3.0,England,Max,
Early Years Practitioner,3.0,England,Max,26152.0
Early Years Practitioner,3.0,England,Max,26152.0
Early Years Practitioner,3.0,England,Max,38138.33
Early Years Practitioner,3.0,England,Max,26696.83
Early Years Practitioner,6.0,England,Max,53829.53
Early Years Practitioner,6.0,England,Max,53546.22
Early Years Practitioner,6.0,England,Max,
Early Years Practitioner,6.0,England,Max,45330.13
Early Years Practitioner,3.0,England,Max,38138.33
Early Years Practitioner,3.0,England,Max,38138.33
Early Years Practitioner,3.0,England,Max,22438.42
Early Years Practitioner,2.0,England,Max,106242.5
Early Years Practitioner,3.0,England,Max,30231.71
Early Years Practitioner,3.0,England,Max,38138.33
Early Years Practitioner,2.0,England,Max,
Early Years Practitioner,3.0,England,Max,21248.5
Early Years Practitioner,3.0,England,Max,
Early Years Practitioner,3.0,England,Max,27132.7
Early Years Practitioner,3.0,England,Max,27623.05
Early Years Practitioner,2.0,England,Max,25498.2
Early Years Practitioner,3.0,England,Max,28331.33
Early Years Practitioner,6.0,England,Max,50996.4
Early Years Practitioner,3.0,England,Max,
Early Years Practitioner,3.0,England,Max,33779.67
Early Years Practitioner,3.0,England,Max,24081.63
Early Years Practitioner,3.0,England,Max,29421.0
Early Years Practitioner,3.0,England,Max,33779.67
Early Years Practitioner,3.0,England,Max,26152.0
Early Years Practitioner,3.0,England,Max,29421.0
Early Years Practitioner,2.0,England,Max,28331.33
Early Years Practitioner,6.0,Wales,Max,21248.5
Early Years Practitioner,6.0,England,Max,
Early Years Practitioner,6.0,England,Max,56662.67
Early Years Practitioner,3.0,England,Max,34013.95
Early Years Practitioner,3.0,England,Max,26152.0
Early Years Practitioner,6.0,England,Max,
Early Years Practitioner,3.0,England,Max,23972.67
Early Years Practitioner,3.0,England,Max,26152.0
Early Years Practitioner,3.0,England,Max,
Early Years Practitioner,3.0,England,Max,23863.7
Early Years Practitioner,3.0,England,Max,26152.0
Early Years Practitioner,3.0,England,Max,22774.03
Early Years Practitioner,3.0,England,Max,27023.73
Early Years Practitioner,2.0,England,Max,23972.67
Early Years Practitioner,6.0,England,Max,22629.65
Early Years Practitioner,3.0,England,Max,27601.8
Early Years Practitioner,2.0,England,Max,25498.2
Early Years Practitioner,3.0,England,Max,29046.7
Early Years Practitioner,3.0,England,Max,16345.0
Early Years Practitioner,2.0,England,Max,22665.07
Early Years Practitioner,2.0,England,Max,20158.83
Early Years Practitioner,3.0,England,Max,35959.0
Early Years Practitioner,3.0,England,Max,18800.02
Early Years Practitioner,3.0,England,Max,31600.33
Early Years Practitioner,3.0,England,Max,21793.33
Early Years Practitioner,6.0,England,Max,33997.6
Early Years Practitioner,3.0,England,Max,43586.67
Early Years Practitioner,3.0,England,Max,21793.33
Early Years Practitioner,2.0,England,Max,
Early Years Practitioner,2.0,England,Max,
Early Years Practitioner,2.0,England,Max,23862.07
Early Years Practitioner,3.0,England,Max,30510.67
Early Years Practitioner,3.0,England,Max,24754.5
Early Years Practitioner,3.0,England,Max,39228.0
Early Years Practitioner,3.0,England,Max,29421.0
Early Years Practitioner,3.0,England,Max,32690.0
Early Years Practitioner,2.0,England,Max,22665.07
Early Years Practitioner,3.0,,Max,25498.2
Early Years Practitioner,2.0,England,Max,
Early Years Practitioner,6.0,Wales,Max,21248.5
Early Years Practitioner,3.0,England,Max,39228.0
Early Years Practitioner,3.0,England,Max,24081.63
Early Years Practitioner,3.0,England,Max,22338.17
Early Years Practitioner,3.0,England,Max,24081.63
Early Years Practitioner,2.0,England,Max,25498.2
Early Years Practitioner,6.0,England,Max,22629.65
Early Years Practitioner,3.0,England,Max,42497.0
Early Years Practitioner,2.0,England,Max,24081.63
Early Years Practitioner,2.0,England,Max,24081.63
Early Years Practitioner,2.0,England,Max,24081.63
Early Years Practitioner,3.0,England,Max,25062.33
Early Years Practitioner,3.0,England,Max,28331.33
Early Years Practitioner,3.0,England,Max,25062.33
Early Years Practitioner,3.0,England,Max,28331.33
Early Years Practitioner,3.0,England,Max,
Early Years Practitioner,3.0,England,Max,
Early Years Practitioner,3.0,England,Max,22883.0
Early Years Practitioner,3.0,England,Max,27241.67
Early Years Practitioner,3.0,England,Max,27241.67
Early Years Practitioner,6.0,England,Max,44824.53
Early Years Practitioner,3.0,England,Max,21142.26
Early Years Practitioner,3.0,England,Max,21248.5
Early Years Practitioner,3.0,England,Max,24754.5
Early Years Practitioner,6.0,England,Max,
Early Years Practitioner,6.0,England,Max,
Early Years Practitioner,3.0,England,Max,32690.0
Early Years Practitioner,2.0,England,Max,21248.5
Early Years Practitioner,3.0,England,Max,21248.5
Early Years Practitioner,2.0,England,Max,24081.63
Early Years Practitioner,6.0,England,Max,36830.73
Early Years Practitioner,3.0,England,Max,21248.5
Early Years Practitioner,3.0,England,Max,39228.0
Early Years Practitioner,3.0,England,Max,39228.0
Early Years Practitioner,6.0,England,Max,29747.9
Early Years Practitioner,3.0,England,Max,24435.78
Early Years Practitioner,3.0,England,Max,29421.0
Early Years Practitioner,3.0,England,Max,
Early Years Practitioner,3.0,England,Max,
Early Years Practitioner,3.0,England,Max,24435.78
Early Years Practitioner,3.0,England,Max,23373.35
Early Years Practitioner,6.0,England,Max,
Early Years Practitioner,3.0,England,Max,20292.32
Early Years Practitioner,2.0,England,Max,10645.5
Early Years Practitioner,3.0,England,Max,20292.32
Early Years Practitioner,3.0,England,Max,24435.78
Early Years Practitioner,3.0,England,Max,23373.35
Early Years Practitioner,3.0,England,Max,23373.35
Early Years Practitioner,2.0,England,Max,
Early Years Practitioner,3.0,England,Max,29965.83
Early Years Practitioner,6.0,England,Max,22629.65
Early Years Practitioner,2.0,England,Max,10645.5
Early Years Practitioner,3.0,England,Max,23373.35
Early Years Practitioner,3.0,England,Max,23373.35
Early Years Practitioner,3.0,England,Max,20292.32
Early Years Practitioner,3.0,England,Max,23373.35
Early Years Practitioner,3.0,England,Max,23373.35
Early Years Practitioner,3.0,England,Max,33561.73
Early Years Practitioner,6.0,England,Max,23798.32
Early Years Practitioner,3.0,England,Max,27241.67
Early Years Practitioner,3.0,England,Max,25018.75
Early Years Practitioner,3.0,England,Max,25018.75
Early Years Practitioner,3.0,England,Max,24435.78
Early Years Practitioner,3.0,England,Max,30801.61
Early Years Practitioner,3.0,England,Max,23373.35
Early Years Practitioner,3.0,England,Max,
Early Years Practitioner,6.0,England,Max,46445.95
Early Years Practitioner,3.0,England,Max,23373.35
Early Years Practitioner,3.0,England,Max,25285.72
Early Years Practitioner,2.0,England,Max,10645.5
Early Years Practitioner,3.0,England,Max,27623.05
Early Years Practitioner,3.0,England,Max,
Early Years Practitioner,3.0,England,Max,27623.05
Early Years Practitioner,3.0,England,Max,26152.0
Early Years Practitioner,3.0,England,Max,25498.2
Early Years Practitioner,3.0,England,Max,23373.35
Early Years Practitioner,3.0,England,Max,23373.35
Early Years Practitioner,3.0,England,Max,23373.35
Early Years Practitioner,6.0,England,Max,50507.69
Early Years Practitioner,3.0,England,Max,23373.35
Early Years Practitioner,6.0,England,Max,23798.32
Early Years Practitioner,3.0,England,Max,23373.35
Early Years Practitioner,3.0,England,Max,30449.1
Early Years Practitioner,3.0,England,Max,23373.35
Early Years Practitioner,3.0,England,Max,24767.03
Early Years Practitioner,3.0,England,Max,27686.8
Early Years Practitioner,6.0,England,Max,
Early Years Practitioner,3.0,England,Max,25923.17
Early Years Practitioner,3.0,England,Max,30510.67
Early Years Practitioner,3.0,England,Max,30510.67
Early Years Practitioner,3.0,England,Max,25062.33
Early Years Practitioner,3.0,England,Max,25923.17
Early Years Practitioner,3.0,England,Max,23373.35
Early Years Practitioner,3.0,England,Max,23373.35
Early Years Practitioner,6.0,England,Max,
Early Years Practitioner,3.0,England,Max,
Early Years Practitioner,2.0,England,Max,10645.5
Early Years Practitioner,2.0,England,Max,10645.5
Early Years Practitioner,3.0,England,Max,23373.35
Early Years Practitioner,3.0,England,Max,23373.35
Early Years Practitioner,3.0,England,Max,30045.38
Early Years Practitioner,3.0,England,Max,23373.35
Early Years Practitioner,3.0,England,Max,23373.35
Early Years Practitioner,3.0,England,Max,20292.32
Early Years Practitioner,3.0,England,Max,23373.35
Early Years Practitioner,2.0,England,Max,
Early Years Practitioner,3.0,England,Max,27623.05
Early Years Practitioner,6.0,,Max,24081.63
Early Years Practitioner,2.0,England,Max,10645.5
Early Years Practitioner,3.0,England,Max,23373.35
Early Years Practitioner,3.0,England,Max,23373.35
Early Years Practitioner,3.0,England,Max,24435.78
Early Years Practitioner,3.0,England,Max,
Early Years Practitioner,3.0,England,Max,20653.54
Early Years Practitioner,2.0,England,Max,24081.63
Early Years Practitioner,3.0,England,Max,23373.35
Early Years Practitioner,2.0,England,Max,24081.63
Early Years Practitioner,3.0,England,Max,
Early Years Practitioner,2.0,England,Max,
Early Years Practitioner,2.0,England,Max,24081.63
Early Years Practitioner,6.0,England,Max,
Early Years Practitioner,6.0,England,Max,
Early Years Practitioner,3.0,England,Max,27623.05
Early Years Practitioner,2.0,England,Max,11495.44
Early Years Practitioner,3.0,England,Max,20292.32
Early Years Practitioner,6.0,England,Max,32690.0
Early Years Practitioner,2.0,England,Max,
Early Years Practitioner,3.0,England,Max,24435.78
Early Years Practitioner,3.0,England,Max,
Early Years Practitioner,3.0,England,Max,23373.35
Early Years Practitioner,3.0,England,Max,23118.37
Early Years Practitioner,6.0,England,Max,
Early Years Practitioner,3.0,England,Max,23373.35
Early Years Practitioner,3.0,England,Max,
Early Years Practitioner,3.0,England,Max,24435.78
Early Years Practitioner,3.0,England,Max,
Early Years Practitioner,3.0,England,Max,24435.78
Early Years Practitioner,3.0,England,Max,26199.95
Early Years Practitioner,3.0,England,Max,25062.33
Early Years Practitioner,2.0,England,Max,10645.5
Early Years Practitioner,2.0,England,Max,10645.5
Early Years Practitioner,3.0,England,Max,25498.2
Early Years Practitioner,6.0,Wales,Max,21248.5
Early Years Practitioner,2.0,England,Max,10645.5
Early Years Practitioner,2.0,England,Max,10645.5
Early Years Practitioner,3.0,England,Max,24435.78
Early Years Practitioner,2.0,England,Max,10645.5
Early Years Practitioner,3.0,England,Max,23373.35
Early Years Practitioner,2.0,England,Max,10645.5
Early Years Practitioner,3.0,England,Max,23373.35
Early Years Practitioner,2.0,England,Max,10645.5
Early Years Practitioner,2.0,England,Max,10645.5
Early Years Practitioner,3.0,England,Max,25498.2
Early Years Practitioner,3.0,England,Max,25498.2
Early Years Practitioner,6.0,England,Max,49035.0
Early Years Practitioner,3.0,England,Max,23373.35
Early Years Practitioner,3.0,England,Max,23373.35
Early Years Practitioner,3.0,England,Max,23373.35
Early Years Practitioner,2.0,England,Max,106242.5
Early Years Practitioner,3.0,England,Max,23373.35
Early Years Practitioner,3.0,England,Max,23373.35
Early Years Practitioner,3.0,England,Max,25356.54
Early Years Practitioner,6.0,England,Max,23798.32
Early Years Practitioner,2.0,England,Max,10645.5
Early Years Practitioner,3.0,England,Max,23373.35
Early Years Practitioner,3.0,England,Max,
Early Years Practitioner,3.0,England,Max,23373.35
Early Years Practitioner,2.0,England,Max,10645.5
Early Years Practitioner,6.0,England,Max,33997.6
Early Years Practitioner,3.0,England,Max,24517.5
Early Years Practitioner,3.0,England,Max,30810.33
Early Years Practitioner,3.0,England,Max,
Early Years Practitioner,3.0,England,Max,24435.78
Early Years Practitioner,3.0,England,Max,23373.35
Early Years Practitioner,3.0,England,Max,27623.05
Early Years Practitioner,3.0,England,Max,25498.2
Early Years Practitioner,3.0,England,Max,27241.67
Early Years Practitioner,3.0,England,Max,33779.67
Early Years Practitioner,3.0,England,Max,23373.35
Early Years Practitioner,3.0,England,Max,23373.35
Early Years Practitioner,3.0,England,Max,30810.33
Early Years Practitioner,3.0,England,Max,23373.35
Early Years Practitioner,3.0,England,Max,30810.33
Early Years Practitioner,3.0,England,Max,23373.35
Early Years Practitioner,3.0,England,Max,30810.33
Early Years Practitioner,3.0,England,Max,24435.78
Early Years Practitioner,3.0,England,Max,24435.78
Early Years Practitioner,3.0,England,Max,24435.78
Early Years Practitioner,3.0,England,Max,24435.78
Early Years Practitioner,3.0,England,Max,24435.78
Early Years Practitioner,6.0,England,Max,33997.6
Early Years Practitioner,3.0,England,Max,27623.05
Early Years Practitioner,3.0,England,Max,33779.67
Early Years Practitioner,2.0,England,Max,
Early Years Practitioner,6.0,England,Max,38138.33
Early Years Practitioner,3.0,England,Max,26152.0
Early Years Practitioner,3.0,England,Max,23373.35
Early Years Practitioner,3.0,England,Max,25498.2
Early Years Practitioner,6.0,England,Max,23798.32
Early Years Practitioner,6.0,England,Max,39228.0
Early Years Practitioner,2.0,England,Max,10645.5
Early Years Practitioner,3.0,England,Max,23373.35
Early Years Practitioner,6.0,England,Max,39228.0
Early Years Practitioner,3.0,England,Max,23373.35
Early Years Practitioner,3.0,England,Max,23373.35
Early Years Practitioner,3.0,England,Max,23373.35
Early Years Practitioner,3.0,England,Max,23373.35
Early Years Practitioner,3.0,England,Max,23373.35
Early Years Practitioner,3.0,England,Max,23373.35
Early Years Practitioner,3.0,England,Max,23373.35
Early Years Practitioner,3.0,England,Max,23373.35
Early Years Practitioner,3.0,England,Max,23373.35
Early Years Practitioner,6.0,England,Max,31164.47
Early Years Practitioner,6.0,England,Max,31164.47
Early Years Practitioner,6.0,England,Max,33997.6
Early Years Practitioner,3.0,England,Max,29046.7
Early Years Practitioner,3.0,England,Max,39228.0
Early Years Practitioner,3.0,England,Max,20206.78
Early Years Practitioner,3.0,England,Max,41407.33
Early Years Practitioner,2.0,England,Max,
Early Years Practitioner,2.0,England,Max,23373.35
Early Years Practitioner,2.0,England,Max,21248.5
Early Years Practitioner,6.0,England,Max,37114.05
Early Years Practitioner,2.0,England,Max,21793.33
Early Years Practitioner,2.0,England,Max,21248.5
Early Years Practitioner,6.0,England,Max,24167.72
Early Years Practitioner,3.0,England,Max,21793.33
Early Years Practitioner,3.0,England,Max,21793.33
Early Years Practitioner,3.0,England,Max,10220.53
Early Years Practitioner,3.0,England,Max,24081.63
Early Years Practitioner,3.0,England,Max,30510.67
Early Years Practitioner,3.0,England,Max,
Early Years Practitioner,3.0,England,Max,
Early Years Practitioner,6.0,,Max,25498.2
Early Years Practitioner,2.0,England,Max,39288.48
Early Years Practitioner,3.0,England,Max,24754.5
Early Years Practitioner,3.0,England,Max,24754.5
Early Years Practitioner,3.0,Wales,Max,25607.17
Early Years Practitioner,3.0,Wales,Max,25607.17
Early Years Practitioner,3.0,England,Max,25498.2
Early Years Practitioner,3.0,England,Max,35187.52
Early Years Practitioner,6.0,England,Max,46445.95
